stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,39.35,34.67,0,82.08,0
12hpf,0,0,0,0,59.56,18.99,0,42.32,0
14hpf,0,0,0,0,15.02,25.79,0,43.72,2.61
16hpf,2.37,0,0,0,10.11,24.34,0,69.56,3.74
19hpf,0,0,0,0,16.71,20.28,0,24.24,0
24hpf,5.87,0,0,0.93,72.52,57.23,0,11.74,0
2dpf,28.31,2.16,0,0,231.55,831.85,0.72,106.9,1.97
3dpf,30.13,1.9,0,1.52,2.82,283.89,0.57,45.12,0.49
5dpf,2.48,0,2.31,8.31,2.85,202.98,0.56,27.99,3.69
10dpf,17.5,0,0.93,4.17,0,66.27,2.83,9.67,0
