stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,7.21,0,1.19,0,1.39,3.64
3dpf,0.91,0,0,0,0,0
5dpf,0.75,0,0,0,0,0
10dpf,3.73,1.29,0,2.89,0.39,0
