stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,0,0,0,0.81
2dpf,1.82,0,0,3.28,0,4.79
3dpf,1.26,0,0,1.47,5.95,0.64
5dpf,0,0.94,0.29,0,9,7.2
10dpf,0,0,6.61,0.63,3.64,5.76
