stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.48,0
3dpf,1.08,0,0,0.68,0.38
5dpf,0.3,0.44,0,2.4,1.61
10dpf,0.51,0,1.01,0,1.17
