stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.48,0,1.1,0,0
3dpf,1.65,0,0.38,0,0
5dpf,10.68,0.97,0.74,0.42,1.7
10dpf,30.17,0,0,0,0
