stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,7.97
19hpf,0,0,0,0,0,0,3.36
24hpf,0,0,0,0,0,0,1.84
2dpf,0.64,0,3.2,2.39,0,1.42,142.65
3dpf,3.89,0,0.37,0,0,0,24.21
5dpf,2.4,0.98,0.42,2.35,0.94,0,126.54
10dpf,0.83,1.64,2.32,0,0,0,26.21
