stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme
16hpf,0,0,3.61,0
19hpf,0,0,1.61,0
2dpf,1.27,0,0,0
3dpf,0.32,0,0,0
5dpf,0.61,0,0,2.18
10dpf,0,0.94,0,0
