stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,23.1,0,0,0,0,0
12hpf,10.02,0,0,0,0,0
16hpf,8.17,1.88,0,0,2.17,0
19hpf,6.13,1.7,0,0,0,0
24hpf,6.52,0,0,0,0,0
2dpf,28.3,3.11,0.69,1.05,0.52,0.49
3dpf,11.85,1.02,0,0,0,0
5dpf,21.81,1.32,0,0.68,0.33,1.9
10dpf,12.03,0.42,0,0,0,0
