stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,11.43,0,2.52,6.44,1.35,2.16
3dpf,5.4,0,0.44,3.5,0,0.31
5dpf,0.45,0,0,3.01,0.52,0
10dpf,2.48,0.42,0,0.97,0.42,0
