stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,2.59,1.03,0,0.81
3dpf,0,0.29,0,0,0
5dpf,0,4.73,0,2.54,0
10dpf,0.4,7.73,0,0.6,0
