stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.34,1.18,0.87,0,1.42,2.29
3dpf,0.87,0,0,0.29,0,0.73
5dpf,0.51,0,0,0,0,0
