stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,1.61
2dpf,5.35,0,0,0.64,66.23
3dpf,0.48,0.32,1.09,0,9.07
5dpf,5.09,1.03,2.16,0,50.71
10dpf,1.6,1,0.53,0,25
