stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,0.95,0,0,0.41,0.45
5dpf,1.1,0.57,0.6,0.46,2.13
10dpf,7.26,5.63,0,0.43,0
