stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0,2.03
2dpf,4.76,0,0,0,0.59,0,0,0.78,51.21
3dpf,2.93,0.89,0,0.74,4.13,0,0,0,3.41
5dpf,3.38,1.59,0.52,1.35,2.68,0.72,1.06,2.22,34.39
10dpf,2.52,6,1.19,0,0,0,0,0,9.21
