stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,175.86,28.32,0,0,23.16,0,0,0,0,0
12hpf,658.31,11.86,0,0,2.36,0,0,1.78,2.12,16.41
14hpf,626.28,0,0,0,0,0,0,5.92,0,2.94
16hpf,523.65,2.35,0,0,0,0,0,4.95,7.76,21.3
19hpf,558.95,0,0,0,0,0,0,0,0,1.77
24hpf,383.61,0,5.37,0,1.66,0,0.82,0,11.25,8.07
2dpf,216.43,0,2.06,1.5,11.37,15.06,3.5,0,4.11,11.42
3dpf,974.27,1.01,0.3,0,1.33,2.9,0,0,0,2.17
5dpf,43.17,0,1.14,1.27,0,26.13,1.05,0,2.61,5.33
10dpf,367.36,0,0.48,0.54,0,4.14,0,0,3.74,2.58
