stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1,0,0,0,0,1.14
3dpf,58.86,0,0.6,1.05,0,0
5dpf,0,0,0,2.58,0,0
10dpf,21.81,0.95,0,1,0.55,0
