stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.32,0,0,0,0,8.63
3dpf,1.12,0,0,0.4,0,23.28
5dpf,0.84,0,1.05,9.31,0,139.09
10dpf,0.79,1.79,0,0,0.81,50.81
