stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,0,2.86,0
2dpf,1.84,9.98,0.67,1.41,0,1.32
3dpf,2.88,1.19,5.05,0,0,0
5dpf,1.22,2.88,2.39,0,0,0.51
10dpf,2.35,2.4,1.19,0,0,0
