stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.03,0,0
3dpf,194.4,0,0,0,33.78,0,0
5dpf,2.49,0,0.8,0.49,24.32,0.78,0.45
10dpf,58.47,0.77,0.84,0,2.48,0,0.59
