stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.64,0,0,0,1.16,0,0.48,38.63
3dpf,1.61,0,0,0,0,0.41,0,8.85
5dpf,1.8,1.55,0.42,0.34,0,2.84,0,63.45
10dpf,2.78,1.12,0,0,0,0,0,7.57
