stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0.92,0,0,0,0,0,0
2dpf,14.7,0.48,1.13,4.99,1.88,4.34,0.66
3dpf,8.64,0.46,0.3,1.47,0,0,0
5dpf,2.93,0,0.52,2.09,0,0.36,0.76
10dpf,6.1,0,0,3.05,0,0,0
