stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,1.56,0.72,0.98,1.36
3dpf,0,0,0,0.4
5dpf,1.41,0,0.31,0.87
10dpf,0.47,0,0,0
