stage,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.02,2.68,0,0.48,0
3dpf,0,0.32,0,0,0
5dpf,0.56,1.9,0.36,0,1.26
10dpf,0.62,0.58,0,0,0
