stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,1.62,0.72,0,1.46,0
3dpf,25.4,0.68,1.32,3.18,0.3
5dpf,0.7,0.75,0,5.3,0.99
10dpf,18.97,0,0,1.79,0
