stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,2.26,0.86,0,0,0
3dpf,6.67,0,0,0,0
5dpf,130.8,0,0.89,1.02,0.68
10dpf,79.12,0,0,0,0
