stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,0,0,1.71
2dpf,0,0,1.66,0,17.6
3dpf,0.38,0,0,0.33,0
5dpf,0,0.46,0,0,0.89
10dpf,0,0,0,0,7.81
