stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,4.51,0,0,0,0.6
3dpf,3.71,0,12.61,0,1.43,0,0
5dpf,4.28,0,78.62,1.7,0.58,0.38,0
10dpf,11.19,0.55,93.23,0,0,0,0
