stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.46,0.6,0,0,0
3dpf,1.69,0,0,2.4,0
5dpf,1.96,0.58,1.07,0.6,0.94
10dpf,1.04,1.69,0,0.67,0
