stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,0,3.84,0.92,0,0
2dpf,0,0,34.04,0,0,2.41
3dpf,2.98,0,9.89,0,0.74,0.35
5dpf,0,0.64,28.69,1.72,2.15,2.83
10dpf,0,0,19.71,0,0,0.47
