stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.5,0,19.74
3dpf,4.38,0,0,2.89,0.83
5dpf,0.32,0.86,0.46,2.32,9.65
10dpf,0.54,1.65,0,1.93,10.25
