stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,1.36,0,0,0,0,0
3dpf,5.1,0.32,1.57,3.53,0,0,0
5dpf,0.65,1.52,0.61,6.61,0,0.43,0.31
10dpf,0,0,0,0.57,1.53,0,0
