stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
16hpf,0,4.46,0,0
19hpf,0,0,1.76,0
2dpf,1.82,2.62,1.22,0
5dpf,0.94,1.78,0.89,0.9
10dpf,1.02,2.95,0,0
