stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,102.61,0,9.99,0,0,0,0,0,197.48,20.9
12hpf,131.87,1.8,4.57,0,38.51,5.57,0,10.57,503.31,25.28
14hpf,111.91,9.51,39.1,19.01,22.5,9.87,2.56,0,217.85,82.2
16hpf,164.16,9.29,57.72,76.81,34.28,15.54,8.31,0,396.29,110.47
19hpf,417.15,5.53,39.04,42.92,47.05,4.9,18.26,0,224.11,226
24hpf,266.97,13.92,48.96,5.14,33.12,18.53,9.92,0,523.67,100.08
2dpf,366.85,62.59,87.9,83.1,126.27,226.85,57.26,3.05,243.18,137.35
3dpf,502.53,60.46,13.45,35.53,14.71,109.28,5.64,0,27.36,71.57
5dpf,219.84,36.11,134.56,184.53,35.12,476.53,37.9,12.54,194.73,430.33
10dpf,510.14,81.93,88.49,143.05,46.47,540.12,38.88,0.57,157.59,164.77
