stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0,4.6,0,0
5dpf,1.15,0,4.82,0.91,2.38
10dpf,0.99,2.65,0.49,0,0
