stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,0,0,3.87,0.7
3dpf,2,0.53,0,1.81
5dpf,41.88,0.32,0.55,2.68
10dpf,34.33,0.94,0.41,0
