stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
14hpf,0,0,0,0,0,5.2
16hpf,0,0,0,0,0,15.23
24hpf,0,0,0,0,1.4,34.42
2dpf,0,0,0,1.52,0,0
3dpf,0.35,0,0,0,0,0
5dpf,0,0.65,0,0,0.92,0.67
10dpf,0,3.24,0.75,0,0,0
