stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
12hpf,13.52,0,0,0,0
16hpf,0,6.99,0,0,0
2dpf,0,0.74,0.63,0,0
3dpf,0,9.93,0,0.36,0
5dpf,0,66.64,0,2.36,15.94
10dpf,0.98,27.36,0,0,0.61
