stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1341.83,39.06,41.78,0,288.2,29.2,0,28.57,473.41,260.43
12hpf,1332.19,21.74,29.39,22.88,314.96,40.23,2.49,30.28,413.68,256.95
14hpf,469.64,3.19,52.34,19.41,53,19.7,2.59,5.81,80.26,90.34
16hpf,343.32,8.52,1.76,17.78,49.89,28.21,0,6.49,91.59,70.93
19hpf,767.35,1.5,0,5.79,30.26,14.12,5.14,1.7,21.58,21.89
24hpf,382.63,7.03,2.58,10.82,66.45,36.25,0.84,0.9,39.29,23.2
2dpf,499.12,15.3,14.11,59.44,172.21,291.11,36.83,3.85,95.75,93.86
3dpf,1379.42,9.36,9.18,24.73,27.4,298.73,11.19,0,24.57,28.5
5dpf,130.06,10.05,35.95,61.15,34.5,357.71,32.59,13.04,58.25,162.14
10dpf,377.65,9.15,24.82,26.73,13,176.9,10.32,0,19.92,25.62
