stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.51,0,0,0,0,0,0.72
3dpf,3.56,0,0,2.13,0.56,0,0
5dpf,0,0,0.96,0.51,1.02,0.72,0.8
10dpf,3.26,0.48,0,0,0,0,0
