stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.48,0,0,0,0,1.85,1.89
3dpf,0.72,0,0,0,0.48,1.42,0
5dpf,0,0.35,0,0,0.5,0.85,1.04
10dpf,1.36,0,0.79,0.52,1.36,0,0.99
