stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.4,0.75,0,0.57,1.45
5dpf,0,0,0,1.81,0,0
10dpf,1.46,0,0,0,0,0
