stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.47,0,2.52,0,0,0,0.86
3dpf,5.56,0,0.4,0,0,0,0
5dpf,1.09,0.54,0.94,1.13,0.72,1.59,1.07
10dpf,4.68,0,0.98,0,0,0,0
