stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.6,0,0,0,1.12,0
3dpf,0.43,0.47,0,0,0.55,0
5dpf,0,4.42,0.29,0.84,1.31,0.4
10dpf,1.64,6.45,0.48,0,0.38,0
