stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,5.72,0,0,0,1.16
3dpf,231.83,0.55,0,0.43,1.16
5dpf,1.98,0,0.9,0,1.97
10dpf,46.59,0,0,0,0
