stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,1.47
3dpf,0,0,0,0,2.14
5dpf,2.05,0,0.5,0.35,6.92
10dpf,1.86,0.45,0,0,8.15
