stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.07,0,1.22,0,0,0,9.3
3dpf,0.5,0,0.41,0.49,0.3,0,0
5dpf,0,0.59,0,0,0.32,0.53,1.28
10dpf,1,0,0,0,0.74,0,0.84
