stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,4.62,0.64,0,0,0
3dpf,12.86,1.26,4.53,0.29,0,0,0
5dpf,1.03,1.07,5.25,0.45,0.69,1.47,2.37
10dpf,4.67,0.43,0,0.89,0,0,0
