stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,151.55,0,28.96,0,57.86,0,0,0,58.89,28.16
12hpf,32.8,8.51,0,0,7.95,0,0,1.78,4.29,12.46
14hpf,21.98,0,7.52,7.57,2.55,5.08,0,0,2.55,4.8
16hpf,28.08,0,1.66,1.75,3.84,1.64,0,0,14.33,17.06
19hpf,60.35,0,0,0,7.16,1.58,3.66,2.07,0,6.02
24hpf,29.16,0.95,0,0.93,14.02,5.38,3.41,0,3.73,8.89
2dpf,440.78,4.91,15.53,38.98,129.02,300.18,21.31,4.74,94.3,72.51
3dpf,526.45,3.95,3.56,15.63,17.38,225.84,7.25,0,19.49,25.18
5dpf,107.97,5.73,27.47,48.91,28.69,299.78,15.55,8.6,53.51,110.91
10dpf,291.57,9.15,33.37,47.64,27.37,256.61,19.54,0,45.72,41.08
