stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,1.21,0,0,0
3dpf,0.53,2.21,0,1.31,0
5dpf,1.01,0.33,0,2.13,0.7
10dpf,1.48,20.47,0.47,2.09,0
