stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,3.03,0.95,2.41,0.85
3dpf,0.36,0.4,0,2.5,0,0
5dpf,0,0,0,0.3,0,0
