stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,9.85,0,0,18.39,0
12hpf,14.46,2.16,31.38,6.84,0,12.33,13.28
14hpf,0,0,38.97,0,0,0,0
16hpf,0,1.86,0,0,0,0,0
2dpf,2.75,0,0,1.3,5.66,0.9,0
3dpf,1.9,0,0,0,0.79,0,0
5dpf,0.47,0,0,0.31,3.28,0,0
10dpf,0.91,0,0,0,0.88,0,0
