stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,3.73,0,0.53,0,0,0
3dpf,15.61,0,0,1.24,0,1.05
5dpf,1.09,0.57,6.34,1.12,0.56,6.46
10dpf,1.9,0,3.88,0,0,0
