stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
5dpf,2.39,0,0.61,2.93,5.24,0.45,0.95,1.35
10dpf,2.34,1.45,0,2.67,0.42,1.02,0,0
