stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.17,0,0.73,0,0
3dpf,0.77,0,0,0,0
5dpf,0,1.83,1,6.97,0.42
10dpf,1.07,0,0,2.22,0
