stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,0.89,0,0,0
2dpf,0.54,0,7.29,0.85,0,0.62
3dpf,0,0.53,0.74,0,0.3,0
5dpf,0.4,0,0.43,0,0.73,2.27
