stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
19hpf,0,1.96,0,0,0,0
2dpf,3.88,6.1,0,0,0,0
3dpf,15.74,1.84,1.27,8.43,0,0
5dpf,4.96,0.83,0,0.78,0.34,0.86
10dpf,1.49,0.37,0,0.78,0,0
