stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.47,0,0,1.9,0,2.53,0
3dpf,2.7,0,0,0.35,2.06,0,0.38
5dpf,0,0.65,1.49,0,0.54,0.45,1.42
