stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,73904.29,1181.52,277.56,0,12583.74,1058.86,0,1881.99,27825.13,21977.39
12hpf,101806.33,2505.14,444.43,2903.2,23522.15,4186.94,243.08,3619.91,44147.56,26687.82
14hpf,52201.46,612.15,2375.32,2892.38,10632.23,4706.11,843.81,716.73,19459.82,14170.64
16hpf,47693.49,1405.46,3596.64,2554.16,14641.16,6039.52,1589.15,1230.79,19609.27,16400.57
19hpf,50592.89,377.35,1048.98,1002.99,5809.64,2668.33,1354.42,261.52,5225.03,9714.83
24hpf,47413.39,665.99,5603.07,1252.9,10394.51,4511.03,1523.16,169.95,10681.48,6099.91
2dpf,11381.59,412.55,585.31,809.34,4944.57,6331.17,816.57,72.51,2665.98,2133.23
3dpf,17989.53,313.17,238.58,263.31,273.45,3594.27,217.5,1.42,578.97,793.01
5dpf,2616.04,181.5,1055.85,753.25,654.59,6141.7,424.98,292.11,1840.79,4328.35
10dpf,8644.85,436.1,1051.98,864.1,456.03,6510.88,317.93,6.79,1248.49,1109.66
