stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,3.51,0,0,0,0,0,0
2dpf,9.64,0,6.19,7.62,0.84,0,0
3dpf,9.71,0,3.48,5.27,0.45,0.42,0
5dpf,19.1,1.14,21.95,6.27,5.04,1.25,1.42
10dpf,18.84,0.48,7.44,7.32,1.17,0,0
