stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
19hpf,13.37,0,0,2
2dpf,0,0.82,0.49,1.88
3dpf,0.3,0,0.55,0
10dpf,0.4,0,1.61,0
