stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.38,2.22,0.82,6.24
3dpf,0,0.63,0.68,1.21
5dpf,1.1,0,1.23,43.31
10dpf,0,0,0,18.15
