stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,257.21,0,0,0,9.39,13.98,0,0,10.02,33.41
12hpf,974.66,46.36,0,2.76,33.15,6.33,0,0,65.52,50.55
14hpf,678.26,2.87,5.64,12.63,40.35,29.62,0,0,73.94,61.69
16hpf,880.13,49.92,7.46,9.16,251.76,138.46,35.52,3.93,188.92,43.65
19hpf,1975.77,0,7.59,1.69,36.01,48.51,29,0,46.23,117.85
24hpf,2455.57,7.9,29.29,48.26,445.59,299.21,82.51,3.84,518.48,114
2dpf,4105.76,6.72,70.45,117.74,2012.21,5979.55,211.79,22.7,1795.88,328.93
3dpf,2955.85,15.73,45.01,59.26,394.59,3955.74,108.67,0,311.03,109.8
5dpf,1017.11,25.15,103.99,169.32,199.42,2365.09,101.71,17.89,383.89,253.18
10dpf,3745.03,48.92,52.2,174.67,141.77,1260.17,60.24,1.42,113.99,83.86
