stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,1.74
2dpf,1.91,0,0,0,4.54,0.81,0.48,5.58
3dpf,0.41,0,0,0,8.73,0,0.61,1.61
5dpf,1.58,0,4.2,1.85,8.59,0,2.43,22.52
10dpf,3.34,1.56,0,1.12,3.1,0,1.15,38.49
