stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,24.64,1.73,0,0
3dpf,1.76,0,0,12.97,0.44,0,0
5dpf,0.99,0.4,0.33,40.44,2.57,0.65,0.49
10dpf,0,0,0,8.71,0,0,0
